ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_max,fiftytwo_week_min,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time,security,sector,sub_industry,headquarter,date_added,cik,founded
PH,705.5,0.18,1.28,0.17,2024-11-26,709.5,426.5,681.5,651.5,571.0,66.8,12.16,1.72,0,0,705.5,2024-11-26,704.5,2024-11-25,0.18,709.5,2024-11-06,635.0,2024-11-01,11.13,709.5,2024-11-06,450.8,2024-01-03,53.88,709.5,2024-11-06,2.96,1982-08-12,13384.0,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,"Cleveland, Ohio",1985-11-30,76334,1917
PHM,135.2,-1.75,-2.41,0.72,2024-11-26,149.0,87.56,130.4,136.6,121.8,55.2,3.9,2.88,0,0,137.6,2024-11-25,135.2,2024-11-26,-1.75,137.6,2024-11-25,127.5,2024-11-13,5.34,149.0,2024-10-18,100.3,2024-01-04,33.16,149.0,2024-10-18,0.14,1980-03-27,inf,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1984-04-30,822416,1956
PKG,246.0,-0.52,-1.29,0.24,2024-11-26,247.2,158.1,237.9,226.1,196.6,71.8,3.98,1.62,0,0,247.2,2024-11-25,246.0,2024-11-26,-0.52,247.2,2024-11-25,230.0,2024-11-01,6.96,247.2,2024-11-25,161.4,2024-02-02,50.1,247.2,2024-11-25,9.56,2000-03-17,1950.0,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",2017-07-26,75677,1959
PLD,116.56,-1.29,-1.52,1.84,2024-11-26,137.1,101.9,114.75,119.25,119.8,50.22,2.5,2.15,0,0,118.06,2024-11-25,116.56,2024-11-26,-1.29,118.06,2024-11-25,112.75,2024-11-12,2.78,135.1,2024-03-08,101.9,2024-05-01,-13.42,173.0,2022-04-28,9.72,2009-03-06,406.8,Prologis,Real Estate,Industrial REITs,"San Francisco, California",2003-07-17,1045609,1983
PLTR,64.8,0.29,0.19,31.69,2024-11-26,65.75,15.98,56.28,47.06,30.92,71.6,3.04,4.69,1,0,64.8,2024-11-26,64.6,2024-11-25,0.29,65.75,2024-11-15,41.4,2024-11-04,54.7,65.75,2024-11-15,15.98,2024-01-05,291.0,65.75,2024-11-15,6.0,2022-12-27,582.5,Palantir Technologies,Information Technology,Internet Services & Infrastructure,"Denver, Colorado",2024-09-23,1321655,2003
PM,132.2,1.19,1.56,1.62,2024-11-26,132.8,88.6,129.1,125.06,108.44,60.28,2.51,1.9,0,0,132.2,2024-11-26,130.8,2024-11-25,1.19,132.2,2024-11-26,123.75,2024-11-07,1.24,132.8,2024-10-24,88.6,2024-04-15,38.4,132.8,2024-10-24,32.34,2009-03-03,167.8,Philip Morris International,Consumer Staples,Tobacco,"New York City, New York",2008-03-31,1413329,2008 (1847)
PNC,214.4,0.88,1.87,1.01,2024-11-26,214.4,129.6,202.1,192.2,168.9,71.8,4.11,1.92,1,0,214.4,2024-11-26,212.5,2024-11-25,0.88,214.4,2024-11-26,186.0,2024-11-04,14.53,214.4,2024-11-26,144.9,2024-02-26,36.97,226.5,2022-01-13,2.16,1975-12-05,8064.0,PNC Financial Services,Financials,Diversified Banks,"Pittsburgh, Pennsylvania",1988-04-30,713676,1845
PNR,108.94,0.92,0.99,0.69,2024-11-26,108.94,63.6,103.8,100.0,86.1,74.44,2.05,1.88,1,0,108.94,2024-11-26,107.94,2024-11-25,0.92,108.94,2024-11-26,98.5,2024-11-01,10.62,108.94,2024-11-26,68.25,2024-01-03,53.6,108.94,2024-11-26,0.38,1975-12-15,10424.0,Pentair,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",2012-10-01,77360,1966
PNW,93.1,0.27,0.25,0.26,2024-11-26,93.6,66.4,90.25,89.1,80.6,63.1,1.63,1.75,0,0,93.1,2024-11-26,92.9,2024-11-25,0.27,93.6,2024-11-21,85.7,2024-11-04,8.51,93.6,2024-11-21,66.4,2024-02-08,27.2,103.6,2020-02-21,5.25,1989-11-28,316.2,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona",1999-10-04,764622,1985
PODD,266.0,-0.2,-0.52,0.2,2024-11-26,275.8,161.0,254.8,242.6,200.5,64.56,7.08,2.66,0,0,266.5,2024-11-25,266.0,2024-11-26,-0.2,275.8,2024-11-11,235.6,2024-11-01,12.92,275.8,2024-11-11,161.0,2024-05-13,27.23,330.2,2023-05-12,2.67,2009-03-11,1567.0,Insulet Corporation,Health Care,Health Care Equipment,"Acton, Massachusetts",2023-03-15,1145197,2000
POOL,381.0,-2.33,-9.11,0.17,2024-11-26,419.0,296.2,365.8,366.8,363.8,59.4,11.35,2.98,0,0,390.0,2024-11-25,381.0,2024-11-26,-2.33,390.0,2024-11-25,351.2,2024-11-13,4.92,419.0,2024-03-21,296.2,2024-07-09,-1.86,578.0,2021-11-18,0.88,1995-10-18,41200.0,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana",2020-10-07,945841,1993
PPG,123.75,-1.64,-2.06,0.37,2024-11-26,150.4,118.3,124.06,126.9,130.6,47.03,2.17,1.75,0,0,125.8,2024-11-25,123.75,2024-11-26,-1.64,126.0,2024-11-07,121.06,2024-11-19,-0.55,147.4,2024-01-08,118.3,2024-08-07,-15.99,182.4,2021-06-04,1.65,1980-03-27,7230.0,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",1957-03-04,79879,1883
PPL,34.72,0.94,0.32,4.73,2024-11-26,34.84,25.44,33.28,32.84,29.66,65.75,0.56,1.61,0,0,34.72,2024-11-26,34.4,2024-11-25,0.94,34.84,2024-11-21,31.56,2024-11-01,10.03,34.84,2024-11-21,25.44,2024-01-24,26.23,51.38,2008-01-09,3.43,1980-03-24,810.5,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania",2001-10-01,922224,1920
PRU,128.6,-0.05,-0.07,0.48,2024-11-26,128.8,95.9,125.1,123.7,117.44,58.84,2.5,1.94,0,0,128.8,2024-11-25,128.6,2024-11-26,-0.05,128.8,2024-11-25,120.2,2024-11-05,6.07,128.8,2024-11-25,101.8,2024-01-18,23.02,128.8,2024-11-25,11.29,2009-03-05,339.0,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",2002-07-22,1137774,1875
PSA,349.5,0.47,1.64,0.26,2024-11-26,365.0,256.8,335.0,343.2,305.8,59.94,7.44,2.13,1,0,349.5,2024-11-26,347.8,2024-11-25,0.47,349.5,2024-11-26,323.8,2024-11-01,7.97,365.0,2024-09-23,257.8,2024-04-26,12.07,420.0,2022-04-20,6.25,1990-10-15,2374.0,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972
PSX,133.2,-0.06,-0.08,1.09,2024-11-26,172.8,118.0,127.75,130.5,140.6,61.8,2.62,1.97,0,0,133.2,2024-11-25,133.2,2024-11-26,-0.06,133.2,2024-11-25,120.0,2024-11-01,10.99,172.8,2024-04-03,120.0,2024-11-01,-0.81,172.8,2024-04-03,29.34,2012-05-07,291.8,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",2012-05-01,1534701,2012 (1917)
PTC,199.0,-0.8,-1.61,0.33,2024-11-26,200.6,154.5,191.5,185.4,180.4,64.5,4.08,2.05,0,0,200.6,2024-11-25,199.0,2024-11-26,-0.8,200.6,2024-11-25,185.0,2024-11-01,7.54,200.6,2024-11-25,164.8,2024-09-06,18.0,200.6,2024-11-25,1.61,1990-10-15,10820.0,PTC Inc.,Information Technology,Application Software,"Boston, Massachusetts",2021-04-20,857005,1985
PWR,349.0,1.74,5.96,0.37,2024-11-26,349.0,181.4,324.2,312.2,271.0,76.44,8.13,2.33,1,0,349.0,2024-11-26,343.0,2024-11-25,1.74,349.0,2024-11-26,303.5,2024-11-01,14.95,349.0,2024-11-26,193.2,2024-01-24,66.7,349.0,2024-11-26,1.82,2002-10-07,4550.0,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas",2009-07-01,1050915,1997
PYPL,87.0,-0.85,-0.75,3.35,2024-11-26,87.75,56.12,83.4,81.06,68.0,62.8,1.99,2.28,0,0,87.75,2024-11-25,87.0,2024-11-26,-0.85,87.75,2024-11-25,77.25,2024-11-01,12.65,87.75,2024-11-25,56.12,2024-02-08,41.6,308.5,2021-07-23,30.62,2015-09-29,137.0,PayPal,Financials,Transaction & Payment Processing Services,"San Jose, California",2015-07-20,1633917,1998
QCOM,156.8,-1.29,-2.05,4.84,2024-11-26,227.1,126.56,164.1,167.4,176.4,40.9,5.22,3.33,0,0,158.9,2024-11-25,156.8,2024-11-26,-1.29,173.0,2024-11-06,154.2,2024-11-20,-5.14,227.1,2024-06-18,136.1,2024-01-04,11.79,227.1,2024-06-18,0.41,1992-09-23,27780.0,Qualcomm,Information Technology,Semiconductors,"San Diego, California",1999-07-22,804328,1985
QRVO,68.25,-2.12,-1.48,0.7,2024-11-26,129.2,65.6,70.56,88.8,105.4,30.16,2.51,3.68,0,0,69.7,2024-11-25,68.25,2024-11-26,-2.12,72.9,2024-11-06,65.6,2024-11-13,-5.05,129.2,2024-07-16,65.6,2024-11-13,-37.34,199.5,2021-04-29,34.53,2016-02-11,-3.08,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",2015-06-11,1604778,2015
RCL,244.4,1.64,3.95,0.89,2024-11-26,244.4,105.7,226.2,203.9,160.5,75.9,5.97,2.45,0,0,244.4,2024-11-26,240.4,2024-11-25,1.64,244.4,2024-11-26,202.0,2024-11-01,20.92,244.4,2024-11-26,114.9,2024-02-21,103.4,244.4,2024-11-26,5.5,2009-03-02,2578.0,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2014-12-05,884887,1997
REG,74.7,0.94,0.69,0.31,2024-11-26,75.2,56.97,73.5,72.4,65.56,62.53,1.05,1.41,0,0,74.7,2024-11-26,74.0,2024-11-25,0.94,74.7,2024-11-26,71.44,2024-11-01,4.61,75.2,2024-09-10,56.97,2024-04-16,10.31,92.8,2007-02-07,15.25,1994-12-02,288.2,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963
REGN,748.5,-0.16,-1.18,0.4,2024-11-26,1202.0,738.0,804.0,929.0,999.5,19.42,21.38,2.86,0,0,749.5,2024-11-25,748.5,2024-11-26,-0.16,843.5,2024-11-01,738.0,2024-11-22,-11.29,1202.0,2024-08-27,738.0,2024-11-22,-17.31,1202.0,2024-08-27,3.0,1994-12-30,3442.0,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,872589,1988
RF,27.42,-0.2,-0.05,2.98,2024-11-26,27.47,16.0,25.66,24.25,21.19,75.25,0.56,2.03,0,0,27.47,2024-11-25,27.42,2024-11-26,-0.2,27.47,2024-11-25,23.39,2024-11-04,16.36,27.47,2024-11-25,17.84,2024-02-07,40.6,38.88,2006-10-13,1.56,1980-03-27,1602.0,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama",1998-08-28,1281761,1971
RJF,167.6,0.32,0.54,0.4,2024-11-26,167.6,102.75,157.9,141.8,125.5,75.6,3.28,1.96,1,0,167.6,2024-11-26,167.0,2024-11-25,0.32,167.6,2024-11-26,144.2,2024-11-01,16.16,167.6,2024-11-26,106.4,2024-08-05,49.22,167.6,2024-11-26,0.24,1984-12-17,28060.0,Raymond James Financial,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",2017-03-20,720005,1962
RL,222.4,1.08,2.38,0.29,2024-11-26,222.6,126.6,209.0,201.5,180.9,66.4,6.0,2.7,1,0,222.4,2024-11-26,220.0,2024-11-25,1.08,222.6,2024-11-08,197.6,2024-11-01,12.51,222.6,2024-11-08,136.9,2024-01-17,52.28,222.6,2024-11-08,13.25,2000-05-30,606.0,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2007-02-02,1037038,1967
RMD,248.6,-0.37,-0.93,0.25,2024-11-26,256.0,155.6,243.5,241.8,214.8,57.38,5.45,2.19,0,0,249.5,2024-11-25,248.6,2024-11-26,-0.37,252.4,2024-11-08,231.4,2024-11-14,1.78,256.0,2024-10-25,165.8,2024-01-03,44.75,297.2,2021-09-08,0.64,1995-06-05,36900.0,ResMed,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,943819,1989
ROK,297.0,-0.58,-1.74,0.67,2024-11-26,311.2,248.2,279.5,272.8,271.8,64.44,7.68,2.59,0,0,298.8,2024-11-25,297.0,2024-11-26,-0.58,298.8,2024-11-25,264.8,2024-11-04,10.51,307.2,2024-01-30,248.2,2024-08-05,-3.07,351.2,2021-12-15,6.28,1982-03-08,3526.0,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",2000-03-12,1024478,1903
ROL,51.5,0.55,0.28,1.12,2024-11-26,51.5,39.97,49.44,49.53,47.6,63.94,0.9,1.74,1,0,51.5,2024-11-26,51.22,2024-11-25,0.55,51.5,2024-11-26,47.34,2024-11-01,8.83,51.5,2024-11-26,40.94,2024-02-20,19.05,51.5,2024-11-26,0.16,1980-03-27,26430.0,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",2018-10-01,84839,1948
ROP,560.0,0.41,2.27,0.15,2024-11-26,576.5,510.8,555.0,552.5,547.0,54.53,8.95,1.6,0,0,560.0,2024-11-26,558.0,2024-11-25,0.41,572.5,2024-11-07,541.0,2024-11-01,3.57,576.5,2024-07-22,510.8,2024-05-02,4.81,576.5,2024-07-22,1.44,1992-07-22,27260.0,Roper Technologies,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",2009-12-23,882835,1981
ROST,154.2,0.6,0.93,1.16,2024-11-26,155.2,127.7,142.2,145.2,143.8,69.4,3.98,2.58,1,0,154.2,2024-11-26,153.2,2024-11-25,0.6,154.2,2024-11-26,138.6,2024-11-06,10.11,155.2,2024-09-13,127.7,2024-05-02,12.01,155.2,2024-09-13,0.11,1987-10-27,27700.0,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",2009-12-21,745732,1982
RSG,219.1,0.55,1.21,0.28,2024-11-26,219.1,159.9,208.9,205.1,195.6,70.5,3.35,1.53,1,0,219.1,2024-11-26,217.9,2024-11-25,0.55,219.1,2024-11-26,198.6,2024-11-01,10.32,219.1,2024-11-26,163.5,2024-01-05,32.8,219.1,2024-11-26,6.21,1999-10-21,1189.0,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",2008-12-05,1060391,1998 (1981)
RTX,120.44,1.5,1.78,1.61,2024-11-26,127.2,80.2,120.6,122.2,108.94,47.88,2.28,1.89,0,0,120.44,2024-11-26,118.6,2024-11-25,1.5,124.56,2024-11-11,118.0,2024-11-04,1.42,127.2,2024-10-23,85.0,2024-01-22,41.3,127.2,2024-10-23,0.43,1973-12-13,18780.0,RTX Corporation,Industrials,Aerospace & Defense,"Waltham, Massachusetts",1957-03-04,101829,1922
RVTY,114.94,0.25,0.29,0.57,2024-11-26,127.75,87.75,117.56,120.2,112.4,45.0,3.65,3.17,1,0,114.94,2024-11-26,114.7,2024-11-25,0.25,125.94,2024-11-05,109.5,2024-11-18,-5.03,127.75,2024-09-30,99.4,2024-04-18,4.09,201.0,2021-12-31,0.45,1974-09-12,12370.0,Revvity,Health Care,Health Care Equipment,"Waltham, Massachusetts",1985-05-31,31791,1937
SBAC,226.9,0.42,0.95,0.28,2024-11-26,255.0,186.1,223.4,233.5,215.0,51.0,4.8,2.11,1,0,226.9,2024-11-26,226.0,2024-11-25,0.42,228.8,2024-11-04,218.5,2024-11-14,0.59,255.0,2024-01-02,186.1,2024-04-30,-11.0,389.0,2021-12-31,0.2,2002-10-14,2456.0,SBA Communications,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",2017-09-01,1034054,1989
SBUX,100.75,-1.1,-1.12,2.37,2024-11-26,102.5,72.5,98.75,97.3,87.9,57.22,2.09,2.07,0,0,101.8,2024-11-25,100.75,2024-11-26,-1.1,102.5,2024-11-22,96.06,2024-11-06,1.87,102.5,2024-11-22,72.5,2024-05-07,7.53,126.06,2021-07-26,0.34,1992-06-26,29890.0,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington",2000-06-07,829224,1971
SCHW,82.0,0.31,0.25,2.29,2024-11-26,82.0,55.8,76.8,71.25,69.94,76.4,1.61,1.96,1,0,82.0,2024-11-26,81.75,2024-11-25,0.31,82.0,2024-11-26,70.94,2024-11-01,15.62,82.0,2024-11-26,61.75,2024-09-12,18.7,95.5,2022-01-14,0.13,1987-12-14,22540.0,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,"Westlake, Texas",1997-06-02,316709,1971
SHW,397.0,-0.69,-2.74,0.67,2024-11-26,399.8,273.5,379.0,378.0,339.5,63.53,7.91,1.99,0,0,399.8,2024-11-25,397.0,2024-11-26,-0.69,399.8,2024-11-25,358.0,2024-11-01,10.89,399.8,2024-11-25,292.0,2024-06-07,30.19,399.8,2024-11-25,0.24,1980-03-27,inf,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",1964-06-30,89800,1866
SJM,118.9,4.63,5.25,2.79,2024-11-26,133.8,106.94,113.3,116.44,116.8,61.84,3.06,2.58,0,0,118.9,2024-11-26,113.6,2024-11-25,4.63,118.9,2024-11-26,106.94,2024-11-15,5.27,133.8,2024-02-01,106.94,2024-11-15,-8.25,162.6,2023-01-06,15.0,2000-03-28,400.5,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,91419,1897
SLB,43.38,-0.85,-0.37,6.03,2024-11-26,55.22,39.56,42.66,42.88,46.44,52.34,1.02,2.36,0,0,43.75,2024-11-25,43.38,2024-11-26,-0.85,44.34,2024-11-12,39.75,2024-11-01,9.1,55.22,2024-04-01,39.56,2024-09-11,-16.55,117.94,2014-06-30,7.03,1986-08-01,210.5,Schlumberger,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,87347,1926
SMCI,35.12,-8.59,-3.3,75.94,2024-11-26,118.8,18.02,27.52,37.84,69.5,54.53,4.15,11.81,0,0,38.4,2024-11-25,35.12,2024-11-26,-8.59,38.4,2024-11-25,18.02,2024-11-14,34.78,118.8,2024-03-13,18.02,2024-11-14,23.0,118.8,2024-03-13,0.38,2008-11-13,3908.0,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2024-03-18,1375365,1993
SNA,370.0,-0.15,-0.56,0.11,2024-11-26,370.8,255.4,352.2,321.2,287.5,80.06,5.75,1.55,0,0,370.8,2024-11-25,370.0,2024-11-26,-0.15,370.8,2024-11-25,330.2,2024-11-01,12.05,370.8,2024-11-25,255.4,2024-07-05,28.17,370.8,2024-11-25,3.17,1974-12-23,4012.0,Snap-on,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",1982-09-30,91440,1920
SNPS,553.0,-1.57,-8.84,0.45,2024-11-26,621.5,464.0,543.0,523.0,549.0,55.8,15.59,2.82,0,0,562.0,2024-11-25,553.0,2024-11-26,-1.57,573.5,2024-11-07,518.5,2024-11-01,6.68,621.5,2024-07-05,464.0,2024-09-06,10.83,621.5,2024-07-05,5.66,1992-07-27,6924.0,Synopsys,Information Technology,Application Software,"Sunnyvale, California",2017-03-16,883241,1986
SO,88.7,0.31,0.27,1.37,2024-11-26,94.1,66.25,88.25,89.7,80.56,49.7,1.24,1.4,0,0,88.7,2024-11-26,88.44,2024-11-25,0.31,88.7,2024-11-05,86.75,2024-11-14,0.17,94.1,2024-10-23,66.25,2024-02-26,25.19,94.1,2024-10-23,3.51,1982-02-22,2320.0,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945
SOLV,71.44,-0.22,-0.15,0.27,2024-11-26,75.06,48.03,71.06,70.5,,54.66,1.79,2.5,0,0,71.6,2024-11-25,71.44,2024-11-26,-0.22,75.06,2024-11-07,67.06,2024-11-19,-1.39,75.06,2024-11-07,48.03,2024-07-09,3.41,75.06,2024-11-07,48.03,2024-07-09,3.41,Solventum,Health Care,Health Care Technology,"Saint Paul, Minnesota",2024-04-01,1964738,2023
SPG,182.6,1.42,2.55,0.57,2024-11-26,182.6,122.1,177.2,173.2,157.0,64.5,3.17,1.74,0,0,182.6,2024-11-26,180.1,2024-11-25,1.42,182.6,2024-11-26,167.8,2024-11-01,8.92,182.6,2024-11-26,136.8,2024-02-05,27.7,227.6,2016-08-01,19.44,1999-12-16,774.5,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,1063761,2003
SPGI,521.5,0.22,1.14,0.45,2024-11-26,529.0,408.5,500.8,509.2,465.8,65.0,8.31,1.59,1,0,521.5,2024-11-26,520.5,2024-11-25,0.22,521.5,2024-11-26,483.2,2024-11-01,7.93,529.0,2024-10-16,408.5,2024-04-16,19.55,529.0,2024-10-16,0.34,1974-12-03,64740.0,S&P Global,Financials,Financial Exchanges & Data,"New York City, New York",1957-03-04,64040,1917
SRE,93.1,-1.71,-1.62,2.0,2024-11-26,94.75,66.44,89.5,86.06,77.94,63.34,1.8,1.93,0,0,94.75,2024-11-25,93.1,2024-11-26,-1.71,94.75,2024-11-25,80.8,2024-11-04,14.08,94.75,2024-11-25,66.44,2024-04-16,22.86,94.75,2024-11-25,8.0,2002-07-23,552.0,Sempra,Utilities,Multi-Utilities,"San Diego, California",2017-03-17,1032208,1998
STE,214.0,-1.01,-2.18,0.18,2024-11-26,247.1,197.5,220.0,226.2,226.0,38.47,4.72,2.21,0,0,216.1,2024-11-25,214.0,2024-11-26,-1.01,227.5,2024-11-06,212.0,2024-11-19,-4.99,247.1,2024-09-10,199.0,2024-04-16,-1.45,252.9,2022-04-20,1.94,1992-07-07,10270.0,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",2019-12-23,1757898,1985
STLD,143.5,-1.02,-1.49,0.55,2024-11-26,154.4,108.1,141.2,133.5,130.1,56.66,4.3,3.0,0,0,145.0,2024-11-25,143.5,2024-11-26,-1.02,154.4,2024-11-06,133.6,2024-11-04,7.37,154.4,2024-11-06,108.1,2024-09-11,20.69,154.4,2024-11-06,2.16,2000-10-16,2982.0,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana",2022-12-22,1022671,1993
STT,98.6,-0.15,-0.15,0.87,2024-11-26,98.8,70.1,95.1,91.8,80.56,67.0,1.62,1.65,0,0,98.8,2024-11-25,98.6,2024-11-26,-0.15,98.8,2024-11-25,92.25,2024-11-04,6.29,98.8,2024-11-25,70.94,2024-06-14,26.88,112.7,2018-01-24,0.17,1980-03-27,51970.0,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",2003-03-14,93751,1792
STX,101.9,0.52,0.53,1.32,2024-11-26,112.6,76.94,100.25,104.7,97.94,51.3,2.39,2.35,0,0,101.9,2024-11-26,101.4,2024-11-25,0.52,105.1,2024-11-07,96.8,2024-11-15,2.8,112.6,2024-10-22,80.1,2024-01-09,23.2,116.0,2022-01-04,3.11,2009-01-23,786.0,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",2012-07-02,1137789,1979
STZ,232.9,-3.64,-8.8,1.78,2024-11-26,272.0,229.6,237.1,242.4,250.5,40.8,4.73,2.03,0,0,241.6,2024-11-25,232.9,2024-11-26,-3.64,242.0,2024-11-14,229.6,2024-11-06,0.04,272.0,2024-03-27,229.6,2024-11-06,-4.52,272.8,2023-07-31,1.41,1992-10-05,15010.0,Constellation Brands,Consumer Staples,Distillers & Vintners,"Rochester, New York",2005-07-01,16918,1945
SW,55.38,-1.58,-0.89,1.21,2024-11-26,56.62,38.84,52.53,49.06,,65.3,1.55,2.8,0,0,56.25,2024-11-25,55.38,2024-11-26,-1.58,56.62,2024-11-22,50.34,2024-11-14,7.58,56.62,2024-11-22,38.84,2024-08-12,19.77,56.62,2024-11-22,38.84,2024-08-12,19.77,Smurfit WestRock,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",2024-07-08,2005951,1934
SWK,89.5,-3.24,-3.0,0.7,2024-11-26,110.1,77.75,90.06,99.7,93.0,42.62,2.8,3.13,0,0,92.5,2024-11-25,89.5,2024-11-26,-3.24,96.7,2024-11-05,85.44,2024-11-20,-4.13,110.1,2024-09-30,77.75,2024-07-01,-8.84,220.8,2021-05-10,4.25,1982-06-01,1605.0,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",1982-09-30,93556,1843
SWKS,86.06,-2.13,-1.87,0.79,2024-11-26,120.7,83.2,87.3,93.06,100.6,42.28,2.45,2.84,0,0,87.94,2024-11-25,86.06,2024-11-26,-2.13,91.2,2024-11-07,83.2,2024-11-13,-3.21,120.7,2024-07-16,83.2,2024-11-13,-21.12,199.6,2021-04-26,0.58,1991-12-11,1324.0,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California",2015-03-12,4127,2002
SYF,67.0,-0.09,-0.06,1.04,2024-11-26,67.5,30.89,62.53,56.56,47.7,70.9,1.7,2.53,0,0,67.06,2024-11-25,67.0,2024-11-26,-0.09,67.5,2024-11-06,55.06,2024-11-04,21.23,67.5,2024-11-06,35.78,2024-01-18,76.44,67.5,2024-11-06,12.8,2020-03-23,191.2,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",2015-11-18,1601712,2003
SYK,388.5,0.9,3.47,0.52,2024-11-26,390.2,287.8,378.0,367.0,349.0,62.78,7.62,1.96,0,0,388.5,2024-11-26,385.0,2024-11-25,0.9,390.2,2024-11-21,367.0,2024-11-04,5.78,390.2,2024-11-21,294.0,2024-01-03,31.11,390.2,2024-11-21,0.08,1980-03-27,inf,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",2000-12-12,310764,1941
SYY,76.25,-0.81,-0.62,0.83,2024-11-26,82.4,69.2,75.75,75.6,75.94,52.94,1.35,1.77,0,0,76.9,2024-11-25,76.25,2024-11-26,-0.81,77.94,2024-11-11,73.6,2024-11-20,1.64,82.4,2024-02-01,69.2,2024-07-09,2.47,89.75,2022-04-21,0.06,1974-12-13,47650.0,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021,1969
T,23.06,-0.15,-0.03,13.91,2024-11-26,23.19,16.1,22.48,22.06,19.12,62.25,0.39,1.68,0,0,23.1,2024-11-25,23.06,2024-11-26,-0.15,23.19,2024-11-22,21.92,2024-11-04,4.27,23.19,2024-11-22,16.1,2024-04-16,33.72,44.7,1999-07-16,3.47,1984-05-30,494.8,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,732717,1983 (1885)
TAP,61.1,0.69,0.42,0.95,2024-11-26,68.2,49.53,59.16,57.03,57.4,62.5,1.41,2.3,0,0,61.1,2024-11-26,60.66,2024-11-25,0.69,63.88,2024-11-13,55.0,2024-11-01,11.07,68.2,2024-04-02,49.53,2024-06-14,-1.58,111.25,2016-10-14,4.75,1980-03-27,300.5,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois",1976-06-30,24545,"2005 (Molson 1786, Coors 1873)"
